Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MRELIFE900AEDPR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MRELIFE900AEDPR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MRELIFE900R,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MRELIFE900R,PMS has been done.,PMS has been done.,nov,Defibrillators-Bi-Phasic
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,pms done by dealer engineer.,(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS DONE .,(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS has been done.,PMS has been done.,nov,Patient monitors
MPM5588UPDS,PMS has been done.,PMS has been done.,nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS has been done.,PMS has been done.,nov,Patient monitors
MPM5588UPDS,PMS has been done.,PMS has been done.,nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS has been done.,PMS has been done.,nov,Patient monitors
MPM5588UPDS,"Sent mail to Fast Biomedical to complete the PMS call, waiti",(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MUSSCANPLUS,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-Xjul0,(reason not mentioned),(reason not mentioned),nov,UltraSound
MBPLXRAD500FC,PM Done.,(reason not mentioned),nov,X-ray
MBPLMRAD100,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLMRAD100,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLEVS3643-WP,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLEXPD4343-PASM,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLHRAD32PXR-FC,(reason not mentioned),(reason not mentioned),nov,X-ray
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6-3GAS,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MPMEV8,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MBPLCRAYP,(reason not mentioned),(reason not mentioned),nov,C-Arm
MBPLCRAYP,(reason not mentioned),Preventive Measures,nov,C-Arm
MDYNASTS,(reason not mentioned),(reason not mentioned),nov,STS-Stress test system
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),followed by customer working fine,nov,Patient monitors
MBPLCRAYPROPLUSMXDI,(reason not mentioned),(reason not mentioned),nov,C-Arm
MBPLCRAYPROMXSI,(reason not mentioned),(reason not mentioned),nov,C-Arm
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),nov,Defibrillators- Mono phasic
MECUBE-5WN,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-5WN,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-5WN,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-5WN,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M108TDIGI,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,visit by mastel engineer working fine,(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
